id,username,date,time,tweet,user_id,timezone,mentions,hashtags,replies_count,likes_count,retweets_count,replies_count.1,urls,cleaned_review,sentiment_polarity,sentiment,sentiment_int
1322166400794927106,pwc,2020-10-30,18:50:09,The #5G-enabled factory can connect just about anything. Explore smart 5G-powered manufacturing  https://t.co/McYJdov9TD  https://t.co/P3d2hNz2aZ,40937524,530,[],['5G'],0,17,2,0,['https://pwc.to/5G-Business'],the 5genabled factory can connect just about anything explore smart 5gpowered manufacturing,0.21428571428571427,Positive,1
1322075797855916033,pwc,2020-10-30,12:50:07,"In dealing with COVID-19, the use of technology was a critical part of our response to our people, our stakeholders &amp; the communities in which we live and work. @Bob_Mortiz talks about it here.  https://t.co/mXdJVEHcm8 Watch. #TeamPwC  https://t.co/VjYxl2l5yQ",40937524,530,['Bob_Mortiz'],['TeamPwC'],0,28,10,0,['http://pwc.to/GAR20-RMCMyt'],in dealing with covid19 the use of technology was a critical part of our response to our people our stakeholders amp the communities in which we live and work bobmortiz talks about it here watch teampwc,0.06818181818181818,Neutral,0
1321892098405240839,pwc,2020-10-30,00:40:10,"As a global network of firms operating locally in 155 countries around the world, we share knowledge, skills and resources to provide quality services to our clients. Read more about our network in our Annual Review.  https://t.co/svPBThha4C #TeamPwC  https://t.co/UbIom66czt",40937524,530,[],['TeamPwC'],0,12,8,0,['http://pwc.to/GAR20-RiskGov'],as a global network of firms operating locally in 155 countries around the world we share knowledge skills and resources to provide quality services to our clients read more about our network in our annual review teampwc,0.16666666666666666,Positive,1
1321882297252106240,pwc,2020-10-30,00:01:13,"In case you missed it: our Global Chairman @Bob_Moritz spoke at the @wef #JobsReset Summit, 22 Oct., about how to accelerate the “reskilling revolution” for 1 billion workers at risk of permanent displacement. See a replay here:  https://t.co/NT55XhHcuz",40937524,530,"['Bob_Moritz', 'wef']",['JobsReset'],0,13,5,0,['http://bit.ly/ReskillRevolution'],in case you missed it our global chairman bobmoritz spoke at the wef jobsreset summit 22 oct about how to accelerate the reskilling revolution for 1 billion workers at risk of permanent displacement see a replay here,0.0,Neutral,0
1321854332053180422,pwc,2020-10-29,22:10:06,#Cloud accounting can help sharpen your processes and generate powerful insights for growth. See 5 key ways it can help.  https://t.co/fZ6EdwOSiP #SmallBusinessSolutions  https://t.co/z2ZTLWvztL,40937524,530,[],"['Cloud', 'SmallBusinessSolutions']",0,13,4,0,['http://pwc.to/SmallBiz-Cloud'],cloud accounting can help sharpen your processes and generate powerful insights for growth see 5 key ways it can help smallbusinesssolutions,0.15,Positive,1
1321803998911959041,pwc,2020-10-29,18:50:05,Using lessons learned from previous recessions to survive and thrive in the latest crisis. Join us at the virtual PwCxSlush event 24 Nov. to learn more.  https://t.co/NcDG8EamPZ  https://t.co/Vv6SCuoiQZ,40937524,530,[],[],0,14,5,0,['http://pwc.to/PwCxSlush-Nov'],using lessons learned from previous recessions to survive and thrive in the latest crisis join us at the virtual pwcxslush event 24 nov to learn more,0.2777777777777778,Positive,1
1321490692779266048,pwc,2020-10-28,22:05:07,"How can companies operate to benefit not just shareholders, but constituents? #10Years2Midnight offers a case study from the steel industry. Order it here.  https://t.co/IGh91JOCT2  https://t.co/TXiOWbBBKY",40937524,530,[],['10Years2Midnight'],1,9,4,1,['http://pwc.to/10Years2Midnight'],how can companies operate to benefit not just shareholders but constituents 10years2midnight offers a case study from the steel industry order it here,0.1,Positive,1
1321447908907077634,pwc,2020-10-28,19:15:07,"How might #5G’s applications -- boosted by advances in robotics, IoT and AI -- transform the #healthcare ecosystem? Take a look:  https://t.co/QfJSKOzV6U  https://t.co/w8spBrXrvJ",40937524,530,[],"['5G', 'healthcare']",1,15,4,1,['https://pwc.to/5G-Healthcare'],how might 5gs applications boosted by advances in robotics iot and ai transform the healthcare ecosystem take a look,0.0,Neutral,0
1321242805038157832,pwc,2020-10-28,05:40:06,"From birth certificates to drivers licenses, #blockchain offers a safe, secure place for online information. Our new report shares the details.  https://t.co/jeNpmQBQgv #TimeForTrust  https://t.co/9YLrhXtsJe",40937524,530,[],"['blockchain', 'TimeForTrust']",1,33,15,1,['https://pwc.to/2SO7W9A'],from birth certificates to drivers licenses blockchain offers a safe secure place for online information our new report shares the details timefortrust,0.28409090909090906,Positive,1
1321168580122189835,pwc,2020-10-28,00:45:10,"Driving innovation across our network is an important way we create value for our clients. In FY20, we brought over 50 innovative new ventures and products to the market. Learn more in our Global Annual Review.  https://t.co/thPnNH1oxY #TeamPwC  https://t.co/ZG9PtiXoS4",40937524,530,[],['TeamPwC'],0,19,7,0,['http://pwc.to/GAR20-Clients'],driving innovation across our network is an important way we create value for our clients in fy20 we brought over 50 innovative new ventures and products to the market learn more in our global annual review teampwc,0.30727272727272725,Positive,1
1321128394105540612,pwc,2020-10-27,22:05:29,"Home-based #entertainment, appetite for immersive content, investment in self-care — plus other trends in E&amp;M consumption resulting from COVID-19. Details in @stratandbiz.  https://t.co/Ex2CYMsI6P  https://t.co/DPoU4WRl56",40937524,530,['stratandbiz'],['entertainment'],0,9,2,0,['http://sb.stratbz.to/Outlook2020'],homebased entertainment appetite for immersive content investment in selfcare plus other trends in eampm consumption resulting from covid19 details in stratandbiz,-0.125,Negative,-1
1321106927020134401,pwc,2020-10-27,20:40:11,"When #COVID19 cases rose in foreign worker dormitories in Singapore, our Dr. Zubin Daruwalla &amp; his team piloted an integrated #ContactTracer to track real time location &amp; social distancing data to curb its spread. Learn more about this story. #TeamPwC  https://t.co/2cWjRfsv74  https://t.co/yxnUOoXWSY",40937524,530,[],"['COVID19', 'ContactTracer', 'TeamPwC']",0,7,2,0,['http://pwc.to/GAR-ZubinCvCS'],when covid19 cases rose in foreign worker dormitories in singapore our dr zubin daruwalla amp his team piloted an integrated contacttracer to track real time location amp social distancing data to curb its spread learn more about this story teampwc,0.2416666666666667,Positive,1
