id,username,date,time,tweet,user_id,timezone,mentions,hashtags,replies_count,likes_count,retweets_count,replies_count.1,cleaned_review,sentiment_polarity,sentiment,sentiment_int
1320670411806461952,ey_miningmetals,2020-10-26,15:45:37,Should gold mining be considered an impact investment? Join @EYnews  and the World Gold Council for a webinar on October 29 to learn why you should take advantage of #ESG investing.  https://t.co/R2pFCA9cSI #EYEnergy,289059882,530,['EYnews'],"['ESG', 'EYEnergy']",0,2,0,0,should gold mining be considered an impact investment join eynews and the world gold council for a webinar on october 29 to learn why you should take advantage of esg investing eyenergy,0.0,Neutral,0
1318250029929345025,ey_miningmetals,2020-10-19,23:27:53,"#LicenseToOperate, disruption, environment and geopolitical risks are all becoming more prominent, as social responsibility and broader stakeholder demands intensify. Find out more.  https://t.co/0XqPtQzY6C #MiningandMetals #EYEnergy  https://t.co/IqhJW5JynL",289059882,530,[],"['LicenseToOperate', 'MiningandMetals', 'EYEnergy']",0,0,1,0,licensetooperate disruption environment and geopolitical risks are all becoming more prominent as social responsibility and broader stakeholder demands intensify find out more miningandmetals eyenergy,0.39666666666666667,Positive,1
1318249922450366466,ey_miningmetals,2020-10-19,23:27:28,The report highlights concern of a rise in domestic protectionism in the wake of #COVID19 which may affect miners’ ability to operate in key markets.  https://t.co/0Lxxvncgc9 #EYEnergy #MiningAndMetals  https://t.co/SH1FJ5JSsL,289059882,530,[],"['COVID19', 'EYEnergy', 'MiningAndMetals']",0,0,0,0,the report highlights concern of a rise in domestic protectionism in the wake of covid19 which may affect miners ability to operate in key markets eyenergy miningandmetals,0.0,Neutral,0
1317130530140422144,ey_miningmetals,2020-10-16,21:19:24,Find out how the #COVID19 pandemic has created a greater opportunity for change in the #MiningAndMetals industry. Register for the upcoming  webcast on 20 October:  https://t.co/q6m13XbXAX  https://t.co/QQx8HNMAJ5,289059882,530,[],"['COVID19', 'MiningAndMetals']",0,0,0,0,find out how the covid19 pandemic has created a greater opportunity for change in the miningandmetals industry register for the upcoming webcast on 20 october,0.5,Positive,1
1316423226956951553,ey_miningmetals,2020-10-14,22:28:49,"Ongoing sector disruption has led to dynamic shifts in risk rankings, and increased opportunities  https://t.co/fH61MHdBVi #MiningandMetals #EYEnergy  https://t.co/lZTqlXLg0Z",289059882,530,[],"['MiningandMetals', 'EYEnergy']",0,0,1,0,ongoing sector disruption has led to dynamic shifts in risk rankings and increased opportunities miningandmetals eyenergy,0.0,Neutral,0
1316423058735992841,ey_miningmetals,2020-10-14,22:28:09,The evolution of #LicenseToOperate means it remains the top risk for the third year. Explore the survey of more than 250 global #MiningAndMetals executives.  https://t.co/fH61MHdBVi #EYEnergy  https://t.co/4UWiaOp1lP,289059882,530,[],"['LicenseToOperate', 'MiningAndMetals', 'EYEnergy']",0,0,1,0,the evolution of licensetooperate means it remains the top risk for the third year explore the survey of more than 250 global miningandmetals executives eyenergy,0.25,Positive,1
1315681731060654080,ey_miningmetals,2020-10-12,21:22:23,"The pandemic has heightened stakeholder expectations around how companies prepare for, manage and monitor high-impact risks. Explore the full report now.  https://t.co/OyW7o1XRKG #MiningAndMetals #EYEnergy",289059882,530,[],"['MiningAndMetals', 'EYEnergy']",0,2,0,0,the pandemic has heightened stakeholder expectations around how companies prepare for manage and monitor highimpact risks explore the full report now miningandmetals eyenergy,0.35,Positive,1
1315681730943234048,ey_miningmetals,2020-10-12,21:22:23,Find out how the #COVID19 pandemic has created a greater opportunity for change in the #MiningAndMetals industry. Register for the upcoming webcast on 14 October:  https://t.co/POSFuDEGjG #EYEnergy  https://t.co/842B4huWGO,289059882,530,[],"['COVID19', 'MiningAndMetals', 'EYEnergy']",0,2,1,0,find out how the covid19 pandemic has created a greater opportunity for change in the miningandmetals industry register for the upcoming webcast on 14 october eyenergy,0.5,Positive,1
1314721532170702851,ey_miningmetals,2020-10-10,05:46:54,"As #MiningandMetals businesses adapt operations and build resilience, they will need an enhanced approach to risk. Discover the top 10 risks and opportunities facing the sector.  https://t.co/fH61MHdBVi #EYEnergy  https://t.co/lAZGpqBivL",289059882,530,[],"['MiningandMetals', 'EYEnergy']",0,0,0,0,as miningandmetals businesses adapt operations and build resilience they will need an enhanced approach to risk discover the top 10 risks and opportunities facing the sector eyenergy,0.5,Positive,1
1314721322459594756,ey_miningmetals,2020-10-10,05:46:04,Greater focus on environment and climate can create new opportunities for #MiningAndMetals businesses.  https://t.co/fH61MHdBVi #EYEnergy  https://t.co/Rsx7mUn2nv,289059882,530,[],"['MiningAndMetals', 'EYEnergy']",0,0,1,0,greater focus on environment and climate can create new opportunities for miningandmetals businesses eyenergy,0.3181818181818182,Positive,1
