id,username,date,time,tweet,user_id,timezone,mentions,hashtags,replies_count,likes_count,retweets_count,replies_count.1,cleaned_review,sentiment_polarity,sentiment,sentiment_int
1322463476162330624,payuindia,2020-10-31,14:30:37,It’s the season for festivals! Time to bring out your thinking caps and come up with some out-of-the-box yet effective #marketingstrategies to touch hearts and reap sweet profits at year-end! We’ve compiled 7 to give you a head-start.  https://t.co/M9QQJAF5Fn  https://t.co/W0oupAr0mm,975923682,530,[],['marketingstrategies'],0,2,1,0,its the season for festivals time to bring out your thinking caps and come up with some outofthebox yet effective marketingstrategies to touch hearts and reap sweet profits at yearend weve compiled 7 to give you a headstart,0.475,Positive,1
1322110588286164992,payuindia,2020-10-30,15:08:22,"Want to tell a great story through your blog? Well, you’re just 7 steps away from drawing followers and converting them into leads! Read our blog about writing a good blog to boost your #brand.  https://t.co/KbiyhfPpeT  https://t.co/LUxX0BKPDA",975923682,530,[],['brand'],2,2,0,2,want to tell a great story through your blog well youre just 7 steps away from drawing followers and converting them into leads read our blog about writing a good blog to boost your brand,0.75,Positive,1
1321402132390580226,payuindia,2020-10-28,16:13:13,"Avoid abandoned shopping carts and incomplete sales, choose the right #paymentsolution for your customer’s convenience &amp; your business’ needs. There are a plethora of options at PayU, choose a payment stack that works for you and your business.  Know more  https://t.co/PJrOLZC7Cy  https://t.co/hh0bZReWZs",975923682,530,[],['paymentsolution'],1,2,0,1,avoid abandoned shopping carts and incomplete sales choose the right paymentsolution for your customers convenience amp your business needs there are a plethora of options at payu choose a payment stack that works for you and your business know more,0.39285714285714285,Positive,1
1321079819132518402,payuindia,2020-10-27,18:52:28,"Don’t have the account details of your customers?  Don’t worry! With the new Smart Send feature from PayU, you won’t need bank account details for direct money transfers! Simply add a mobile or email contact, and #SmartSend will do the rest.  Know more  https://t.co/XWpE1W6LeA  https://t.co/RxBQy34JkP",975923682,530,[],['SmartSend'],1,1,1,1,dont have the account details of your customers dont worry with the new smart send feature from payu you wont need bank account details for direct money transfers simply add a mobile or email contact and smartsend will do the rest know more,0.19012987012987012,Positive,1
1320947873513570305,payuindia,2020-10-27,10:08:09,"@NityaGandhi06 Hi! Apologies for the inconvenience. Request you to DM us your registered number and email id used during this transaction along with the screenshot of transaction details (Transaction id, amount and date) for further assistance with your query.   https://t.co/LV9G6lg18q",975923682,530,['NityaGandhi06'],[],0,0,0,0,nityagandhi06 hi apologies for the inconvenience request you to dm us your registered number and email id used during this transaction along with the screenshot of transaction details transaction id amount and date for further assistance with your query,0.0,Neutral,0
1320683184577671169,payuindia,2020-10-26,16:36:22,"So many #business #payout needs, but how to make payments to multiple beneficiaries seamless? With PayU, choose from an array of real and #virtualaccounts, each ideal for a certain kind of payout.   https://t.co/kXbSJVVvG9  https://t.co/FmikF5nh4S",975923682,530,[],"['business', 'payout', 'virtualaccounts']",1,3,1,1,so many business payout needs but how to make payments to multiple beneficiaries seamless with payu choose from an array of real and virtualaccounts each ideal for a certain kind of payout,0.35918367346938773,Positive,1
1320257394719387648,payuindia,2020-10-25,12:24:26,"On the auspicious day of #VijayaDashami, let’s break free from the cloud of uncertainty, defeat our woes and emerge stronger from the pandemic! PayU wishes you success and prosperity in the year ahead. #HappyDussehra  https://t.co/0FzxMiIf8t",975923682,530,[],"['VijayaDashami', 'HappyDussehra']",1,4,1,1,on the auspicious day of vijayadashami lets break free from the cloud of uncertainty defeat our woes and emerge stronger from the pandemic payu wishes you success and prosperity in the year ahead happydussehra,0.35,Positive,1
1319880248859578370,payuindia,2020-10-24,11:25:48,Ready with your attractive deals &amp; festive discounts this season? Don’t forget these 6 tips to ensure your business #cashflow remains healthy during the #sales upsurge:  https://t.co/1LYkZGw9wi  https://t.co/ggRr1HHfQT,975923682,530,[],"['cashflow', 'sales']",1,2,0,1,ready with your attractive deals amp festive discounts this season dont forget these 6 tips to ensure your business cashflow remains healthy during the sales upsurge,0.5,Positive,1
1319577314124988416,payuindia,2020-10-23,15:22:02,"#WFH and related challenges have put new focus on self-care and the impact of mental wellbeing on work productivity! Join PayU #webinar ‘How Selflove Can help in Better Productivity’ on 24th Oct, 12PM with @aairakaurr, SelfLove Coach &amp; Wellness Consultant.  https://t.co/HkrP1zWsYy  https://t.co/5UnJSpro2x",975923682,530,['aairakaurr'],"['WFH', 'webinar']",1,4,0,1,wfh and related challenges have put new focus on selfcare and the impact of mental wellbeing on work productivity join payu webinar how selflove can help in better productivity on 24th oct 12pm with aairakaurr selflove coach amp wellness consultant,0.1340909090909091,Positive,1
1319263356922990594,payuindia,2020-10-22,18:34:29,"#Developers, #designers, and content creators reduce Covid induced payment delays.  Sign up with PayU, integrate, or send links to collect client payments on the go with 100+ modes.  https://t.co/iz9bMFQlPp",975923682,530,[],"['Developers', 'designers']",3,3,0,3,developers designers and content creators reduce covid induced payment delays sign up with payu integrate or send links to collect client payments on the go with 100 modes,0.0,Neutral,0
